,text
945,"A flashback begins. Jake is at the window, looking out at his parents in the alleyway. It is a repeat of Jake's birth, as previously seen in ""Joshua and Margaret Investigations""."
946,Jake says Dad?
947,"Joshua says Margaret, stay away! Something's about to happen!"
948,"Margaret says Something's about to happen with me, too!"
949,Joshua says Margaret! Aah! His head swells and pops. Yowzas!
950,"Baby Jake says Singing Hello, Daddy! Hello, Mommy! It's so nice to be here with you now!"
951,The flashback ends.
952,Jake says That's so not how I was birthed! I'm no melon baby! I'm a majestic womb baby!
953,"Finn says Jake, calm down."
954,Jake says I'm gonna go hog-wild on the next ghost I see!
955,The scene of Rennie Hamlin approaching the office is seen again. He enters through the front door.
956,"Rennie says Boy, do I love real estate!"
957,"A ticking begins, and Jake from the future appears as a ghost to Rennie, who is a ghost himself from Jake's perspective. Jake gasps and shape-shifts into a screaming tentacle monster. Rennie screams and becomes petrified, as seen earlier."
958,Jake says Aah! He exits.
959,Rennie leaves through the front door again. His phone rings.
960,Kim Kil Whan says Over the phone Rennie?
961,Rennie says Stammering incoherently.
962,The scene cuts back to Finn and Jake in the present.
963,Jake says We're trapped in a ghost trap!
964,"Finn says Relax, bro. There's no ghosts. What we're experiencing are time slips. Point is, something is causing this."
965,There is a ticking and a shattering sound as an unknown time ghost breaks the window and enters the house. It climbs into the attic.
966,Finn says You ready?
967,"Jake looks uneasy, and holds Finn's hand. They follow the time ghost into the attic. They see three ghosts there, and there is a constant ticking."
968,"Finn says Time dingalings! Wait, that ticking. I know who this is! He and Jake walk over to the ghosts, where they take the place of two of them; their future selves. The third ghost resolves, and is revealed to be Clock Bear. Clock Bear!"
969,Jake says One of the dudes that escaped Dr. Gross' menagerie.
970,"Finn says He must be the one causing the time slips. There's us from before. He points to the attic's entrance hatch, where their past selves are climbing up."
971,Clock Bear says Groans
972,Finn says Are you sick?
973,"Jake says Yeah, I'm pretty disgusted with the whole situation!"
974,Finn says I meant Clock Bear.
975,"Clock Bear groans again and falls onto his stomach. His winding key stops moving. The ticking stops. Finn hesitates, and then begins winding him up again. All of the time ghosts in the house begin to be sucked back into Clock Bear's mechanisms. There is a sound of rushing wind and the constant ticking of clockwork."
976,Finn says Shouting over the noise He's sucking up all the spilled time!
977,Jake says That doesn't sound scientific!
978,"Finn says Gasps Jake, take care of Clock Bear. There's something I gotta do!"
979,"Jake says Wait, I'm still confused! And having feelings!"
980,"Finn rushes downstairs to the ticker tape machine. He takes a length of tape and begins arranging it on the floor. The scene changes to show Joshua and Margaret in the same room, in the past. Margaret has lain the table and is putting forth the chairs. Joshua spots the tape arranging itself."
981,"Joshua says Oh boy, our first case! Looks like we have a poltergeist! The tape spells out ""I love u"". And it's got a little crush on me. What a sassafrass! Gotta get this one tape! As he reaches for the tape on the bookshelf, he causes it to rattle and fall to the ground. Whoops!"
982,"The scene changes back to the present once more. Jake, alone, enters the alleyway where he saw himself being born moments ago."
983,"Jake says If this was all time weirdness, I guess that memory was true. I did see my own birth. Far out. Jake suddenly notices that the shape-shifter is standing right next to him. Oh! Must be a leftover time ghost. The shape-shifter touches Jake's shoulder and he turns blue. Hmm."
984,Shape-shifter says We have to leave!
985,Jake says We're doin' what now?
986,"The scene changes. Finn is stood at the front of the house with Clock Bear, talking on the phone."
987,"Finn says It was just Clock Bear... No, I don't think he has any money. Finn hears something happening in the alleyway and hangs up. Jake? Jake! He enters the alleyway. Oh, no! Something's happened to Jake! He could be in grave dang- He spots a note on the ground. It reads ""BRB -Jake"". ...Okay, then."
988,The episode opens in the Tree Fort's treasure room. Finn is reading the note Jake left at the end of the last episode.
989,"Finn says ""B.R.B. - Jake"". Hmm. B.R.B... B.R.B. Bring regular babies. Big red balls. No. Beautiful rump burger."
990,"BMO enters down the ladder into the treasure room, carrying a banana."
991,"BMO says What you doing, Finn?"
992,"Finn says Jake left me this note, but I, uh tuts I can't remem what the abbreve means."
993,BMO says Gasps It's for me! This is Jake's special code to tell me he loves me.
994,"Finn says No, it's something normal like, uh..."
995,BMO says Be right back. He walks away.
996,"Finn says Right! ""Be right back!"" Laughs So dumb. Cool. Jake'll be right back."
997,"There is a thud, and Finn looks over to BMO. BMO has produced a box of papers from a bookshelf in a nearby treasure pile."
998,"BMO says Look, Finn! My Jake Valentines. He leaves them for me when he goes out."
999,The box contains various notes from Jake.
1000,"Finn says That's cute, BMO."
1001,"BMO says Yeah, I know."
1002,Finn spots an issue of Ble magazine that fell on BMO's head while he was retrieving the box.
1003,"Finn says Oh, Ble. I love Ble! Taking the magazine I'll read some Ble 'til Jake gets back, I guess."
1004,BMO laughs and giggles at one of the notes. Finn sits on a massage chair and begins reading the magazine. He chuckles as he turns the pages.
1005,"Finn says Reading out loud ""What's your favorite food?"" ""Anything! As long as it's made of cheese!"" Laughs Aw, man, these comics are like if someone put my soul on a page. Turns the page where there is an illustration of a saber-toothed cat biting a caveman while a doctor writes on a clipboard. Hmm? ""You write the caption."" Okay! Hmm. Thinks of something and laughs to himself, taking a pen from his backpack to begin writing. ""Ouch! Hey, this isn't helping."" Chuckles Yeah. Calling out Ja - I mean, BMO!"
1006,"BMO is sat on the floor, pretending to make the banana and one of Jake's notes kiss each other."
1007,Finn says Check this funny caption I just wrote.
1008,"BMO says Hmm. He begins beeping and his faceplate reads ""scanning humor"", then turns into an exclamation point. No humor detected."
1009,"Finn says What? No, it's - it's like... this guy's problem is a tiger biting his foot, and talking to this guy isn't helping! Like, ""Ouch! Hey, this isn't helping!"" You know, like, it's, you know, like..."
1010,BMO says Was the tiger already biting his foot? Or did the tiger bite his foot after he lay down on the couch? Because that is the bearded man's responsibility.
1011,"Finn says BMO, I love you, but you don't understand comedy."
1012,BMO says Maybe it's just not funny.
1013,"Finn says Gasps This is funny, and I'm gonna prove it!"
1014,BMO says You are?
1015,"Finn says Yeah, I mean, I'm pretty bored, and this is really funny, BMO."
1016,BMO says Shouting Prove it!
1017,Finn says Angrily Fine! I'm going to!
1018,BMO says Fine! Squashes the banana. I'll be right here!
1019,Finn says Fine!
1020,BMO says Fine!
1021,"Finn slams the door, then smiles and waves at BMO through the window. BMO smirks and waves back. They were both just pretending to be angry. The scene changes to the Candy Kingdom, where Princess Bubblegum is riding through the streets on a hoverboard wearing a siren hat and carrying a laser gun and a megaphone."
1022,"Princess Bubblegum says Bwee-woo-bwee-woo! This is a drill! She shoots a house with her laser gun and the wall explodes. I repeat, this is a drill! She shoots another house."
1023,Candy people says Oh no! A real drill?!
1024,"Princess Bubblegum says You two, raise your resinous glaze shields! She shoots at the two candy people and the house behind them explodes. Several seconds too late, they lift up a pane of shielding that was supposed to defend against the shot."
1025,"Candy people says Oh, oh, oh, oh!"
1026,Princess Bubblegum says Activate the B.H.T. to preserve freshness!
1027,A Gumball Guardian pulls a lever and a green force field descends across the whole kingdom. Bubblegum looks at her watch.
1028,Princess Bubblegum says We're not ready.
1029,"Candy people says Intruder! Intruder! It's our friend, Finn!"
1030,"Finn enters, escorted by two candy people holding his hands."
1031,"Finn says What's all the hubbub, Bubs?"
1032,"Princess Bubblegum says Oh, just some precautionary exercises in case our primary alarm and defense system fails."
1033,"Finn says Cool. Cool. Hey, can you look at this funny thing I wrote?"
1034,"Princess Bubblegum says Oh, sure! I'm fascinated by humor. Finn hands her the comic and she puts on her glasses to read it. Hmm! Yes. Certainly what this hirsute gentleman needs is a tetanus shot. Excellent point, Finn."
1035,"Finn says No, but... is it funny? Never mind."
1036,"Princess Bubblegum says I don't have time to explain the psychology of humor to you. She picks up a baseball bat, smashes the front window of a nearby bookstore, and takes a book. But I'd like you to read this book."
1037,"Kenneth says Emerging from the bookstore Hey, what do you think you're - Oh! Princess Bubblegum! Bubblegum hands him the bat. Thank you, Princess."
1038,"Princess Bubblegum says Der Witz Und Seine Beziehung Zum Unterbewussten. ""The Joke and his Relation to the Unconscious"". It's printed in Gebrochene Schrift, which I think is easier on the eyes."
1039,The scene changes. Finn is walking through the forest with the book.
1040,"Finn says ""Der Witz Und... Der Witz Und... See-einy... Bezeyhung... Zumbewuzzzz..."" Ugh! PB's too smart. That's why she doesn't get my joke. I mean... it's funny. He sits on a tree root and takes out the comic. It's funny. ""Ouch, hey this isn't-"" Chuckles ""This isn't helping."" Snickers Uh, it's super funny. Turbo-nerds like PB just aren't the right audience for this sort of thing, you know? I should show this to normal people, the common folk. The busy woman on the go. The regular Joe or Josephine. Or somebody like Ice King, who's desperate for my approval."
1041,"The scene changes to the Ice Kingdom, where Ice King is reading the comic."
1042,"Ice King says Laughing Finn, this is so funny! A kitty with big teeth?! Come on!"
1043,"Finn says Chuckles Yeah, I didn't draw that, but cool. Well, thanks for-"
1044,"Ice King says Oh, yeah. But, uh, what if - and I'm just spitballin'. What if it was something more like, ""Hey, Doc! I got a caveman in my teeth!"" Huh?"
1045,A group of penguins quack in approval of the joke.
